pr,number,open,additions
pr,52596,2018-07-21T21:54:51Z,1
pr,52597,2018-07-21T23:03:01Z,354
pr,52597,2018-07-21T23:03:01Z,378
pr,52602,2018-07-22T01:50:02Z,16
pr,52602,2018-07-22T01:50:02Z,320
pr,52605,2018-07-22T05:34:28Z,38
pr,52605,2018-07-22T05:34:28Z,38
pr,52610,2018-07-22T09:39:32Z,16
pr,52610,2018-07-22T09:39:32Z,18
pr,52612,2018-07-22T10:21:01Z,1
pr,52612,2018-07-22T10:21:01Z,1
pr,52615,2018-07-22T12:19:22Z,5
pr,52616,2018-07-22T14:10:22Z,165
pr,52617,2018-07-22T15:50:21Z,134
pr,52617,2018-07-22T15:50:21Z,135
pr,52618,2018-07-22T15:58:08Z,156
pr,52618,2018-07-22T15:58:08Z,156
pr,52620,2018-07-22T17:36:29Z,59
pr,52620,2018-07-22T17:36:29Z,218
pr,52621,2018-07-22T18:21:55Z,7
pr,52621,2018-07-22T18:21:55Z,7
pr,52622,2018-07-22T19:20:12Z,6
pr,52622,2018-07-22T19:20:12Z,6
pr,52624,2018-07-22T19:50:32Z,46
pr,52624,2018-07-22T19:50:32Z,46
pr,52626,2018-07-22T20:30:16Z,109
pr,52626,2018-07-22T20:30:16Z,109
pr,52626,2018-07-22T20:30:16Z,606
pr,52627,2018-07-22T20:40:41Z,1
pr,52627,2018-07-22T20:40:41Z,1
pr,52628,2018-07-22T20:43:55Z,312
pr,52628,2018-07-22T20:43:55Z,318
pr,52630,2018-07-22T21:06:08Z,31
pr,52635,2018-07-23T01:36:44Z,93
pr,52635,2018-07-23T01:36:44Z,121
pr,52637,2018-07-23T09:33:22Z,17
pr,52637,2018-07-23T09:33:22Z,17
pr,52639,2018-07-23T11:02:44Z,1
pr,52640,2018-07-23T11:47:11Z,5
pr,52640,2018-07-23T11:47:11Z,5
pr,52641,2018-07-23T12:18:55Z,3
pr,52641,2018-07-23T12:18:55Z,3
pr,52642,2018-07-23T12:50:54Z,8
pr,52642,2018-07-23T12:50:54Z,8
pr,52644,2018-07-23T12:54:59Z,712
pr,52644,2018-07-23T12:54:59Z,1036
pr,52644,2018-07-23T12:54:59Z,1040
pr,52645,2018-07-23T13:15:42Z,27
pr,52645,2018-07-23T13:15:42Z,28
pr,52646,2018-07-23T13:38:44Z,13
pr,52646,2018-07-23T13:38:44Z,13
pr,52647,2018-07-23T14:20:34Z,18
pr,52647,2018-07-23T14:20:34Z,32
pr,52648,2018-07-23T14:38:20Z,196
pr,52648,2018-07-23T14:38:20Z,328
pr,52649,2018-07-23T15:39:41Z,243
pr,52649,2018-07-23T15:39:41Z,494
pr,52650,2018-07-23T15:41:04Z,141
pr,52650,2018-07-23T15:41:04Z,186
pr,52654,2018-07-24T00:16:24Z,16
pr,52654,2018-07-24T00:16:24Z,19
pr,52655,2018-07-24T01:50:01Z,95
pr,52655,2018-07-24T01:50:01Z,95
pr,52656,2018-07-24T04:16:24Z,41
pr,52656,2018-07-24T04:16:24Z,41
pr,52658,2018-07-24T06:45:19Z,30
pr,52658,2018-07-24T06:45:19Z,30
pr,52667,2018-07-24T16:10:31Z,1
pr,52667,2018-07-24T16:10:31Z,1
pr,52668,2018-07-24T16:24:58Z,16
pr,52668,2018-07-24T16:24:58Z,16
pr,52672,2018-07-24T18:23:46Z,68
pr,52672,2018-07-24T18:23:46Z,68
pr,52672,2018-07-24T18:23:46Z,3
pr,52673,2018-07-24T18:48:29Z,1
pr,52673,2018-07-24T18:48:29Z,23
pr,52674,2018-07-24T19:33:50Z,14
pr,52674,2018-07-24T19:33:50Z,14
pr,52677,2018-07-24T20:38:10Z,22
pr,52678,2018-07-24T20:44:04Z,295
pr,52678,2018-07-24T20:44:04Z,295
pr,52680,2018-07-24T22:43:53Z,191
pr,52681,2018-07-24T23:47:24Z,233
pr,52681,2018-07-24T23:47:24Z,382
pr,52687,2018-07-25T06:25:45Z,154
pr,52687,2018-07-25T06:25:45Z,156
pr,52690,2018-07-25T07:44:01Z,2
pr,52690,2018-07-25T07:44:01Z,2
pr,52692,2018-07-25T10:15:17Z,9
pr,52692,2018-07-25T10:15:17Z,9
pr,52695,2018-07-25T11:06:02Z,117
pr,52695,2018-07-25T11:06:02Z,117
pr,52697,2018-07-25T12:12:42Z,5
pr,52697,2018-07-25T12:12:42Z,5
pr,52700,2018-07-25T13:40:56Z,3
pr,52702,2018-07-25T14:36:22Z,9
pr,52702,2018-07-25T14:36:22Z,23
pr,52703,2018-07-25T14:43:46Z,17
pr,52703,2018-07-25T14:43:46Z,17
pr,52703,2018-07-25T14:43:46Z,14
pr,52704,2018-07-25T14:51:38Z,4
pr,52704,2018-07-25T14:51:38Z,4
pr,52709,2018-07-25T17:58:04Z,1
pr,52709,2018-07-25T17:58:04Z,1
pr,52711,2018-07-25T18:24:09Z,230
pr,52711,2018-07-25T18:24:09Z,251
pr,52712,2018-07-25T18:32:01Z,546
pr,52712,2018-07-25T18:32:01Z,627
pr,52716,2018-07-25T20:34:15Z,188
pr,52716,2018-07-25T20:34:15Z,225
pr,52718,2018-07-25T23:43:31Z,6
pr,52718,2018-07-25T23:43:31Z,4
pr,52720,2018-07-26T00:26:40Z,48
pr,52720,2018-07-26T00:26:40Z,55
pr,52721,2018-07-26T00:34:17Z,115
pr,52721,2018-07-26T00:34:17Z,115
pr,52722,2018-07-26T00:36:40Z,5
pr,52722,2018-07-26T00:36:40Z,49
pr,52723,2018-07-26T01:05:11Z,48
pr,52723,2018-07-26T01:05:11Z,48
pr,52724,2018-07-26T01:13:35Z,1
pr,52724,2018-07-26T01:13:35Z,1
pr,52727,2018-07-26T06:38:20Z,119
pr,52729,2018-07-26T10:26:41Z,8
pr,52729,2018-07-26T10:26:41Z,8
pr,52730,2018-07-26T11:10:42Z,1
pr,52731,2018-07-26T12:20:16Z,525
pr,52732,2018-07-26T13:05:29Z,1
pr,52732,2018-07-26T13:05:29Z,1
pr,52733,2018-07-26T13:22:46Z,135
pr,52733,2018-07-26T13:22:46Z,137
pr,52734,2018-07-26T14:57:29Z,37
pr,52735,2018-07-26T15:18:43Z,1355
pr,52736,2018-07-26T15:39:09Z,1091
pr,52736,2018-07-26T15:39:09Z,1093
pr,52738,2018-07-26T15:56:59Z,75
pr,52738,2018-07-26T15:56:59Z,101
pr,52740,2018-07-26T16:17:52Z,72
pr,52740,2018-07-26T16:17:52Z,69
pr,52741,2018-07-26T16:21:15Z,2044
pr,52744,2018-07-26T16:30:37Z,17
pr,52744,2018-07-26T16:30:37Z,7
pr,52745,2018-07-26T17:14:50Z,1
pr,52745,2018-07-26T17:14:50Z,1
pr,52750,2018-07-26T19:42:11Z,112
pr,52751,2018-07-26T20:35:36Z,50
pr,52751,2018-07-26T20:35:36Z,50
pr,52753,2018-07-26T20:58:16Z,106
pr,52755,2018-07-26T22:01:31Z,45
pr,52755,2018-07-26T22:01:31Z,225
pr,52756,2018-07-26T22:05:53Z,235
pr,52756,2018-07-26T22:05:53Z,217
pr,52758,2018-07-26T23:01:32Z,494
pr,52758,2018-07-26T23:01:32Z,313
pr,52759,2018-07-26T23:14:00Z,3
pr,52759,2018-07-26T23:14:00Z,5
pr,52760,2018-07-27T00:27:11Z,12
pr,52760,2018-07-27T00:27:11Z,12
pr,52761,2018-07-27T00:34:43Z,116
pr,52761,2018-07-27T00:34:43Z,199
pr,52763,2018-07-27T06:55:57Z,22
pr,52763,2018-07-27T06:55:57Z,22
pr,52764,2018-07-27T08:40:01Z,50
pr,52764,2018-07-27T08:40:01Z,50
pr,52765,2018-07-27T08:54:06Z,0
pr,52765,2018-07-27T08:54:06Z,0
pr,52767,2018-07-27T09:15:50Z,95
pr,52767,2018-07-27T09:15:50Z,95
pr,52769,2018-07-27T09:46:51Z,12
pr,52769,2018-07-27T09:46:51Z,12
pr,52770,2018-07-27T10:27:50Z,1
pr,52771,2018-07-27T11:02:52Z,4
pr,52771,2018-07-27T11:02:52Z,4
pr,52773,2018-07-27T11:21:26Z,23
pr,52773,2018-07-27T11:21:26Z,21
pr,52775,2018-07-27T12:22:49Z,85
pr,52775,2018-07-27T12:22:49Z,85
pr,52776,2018-07-27T12:23:04Z,2
pr,52777,2018-07-27T12:29:05Z,2
pr,52777,2018-07-27T12:29:05Z,2
pr,52778,2018-07-27T12:43:52Z,116
pr,52778,2018-07-27T12:43:52Z,116
pr,52779,2018-07-27T13:12:12Z,7
pr,52779,2018-07-27T13:12:12Z,7
pr,52781,2018-07-27T14:53:21Z,30
pr,52781,2018-07-27T14:53:21Z,30
pr,52782,2018-07-27T16:00:22Z,396
pr,52782,2018-07-27T16:00:22Z,586
pr,52787,2018-07-27T18:45:38Z,137
pr,52787,2018-07-27T18:45:38Z,139
pr,52788,2018-07-27T19:53:02Z,23
pr,52788,2018-07-27T19:53:02Z,99
pr,52791,2018-07-27T21:47:59Z,1152
pr,52791,2018-07-27T21:47:59Z,1152
pr,52793,2018-07-27T22:10:22Z,92
pr,52793,2018-07-27T22:10:22Z,60
pr,52796,2018-07-27T23:19:46Z,5
pr,52796,2018-07-27T23:19:46Z,5
pr,52799,2018-07-28T01:48:35Z,37
pr,52799,2018-07-28T01:48:35Z,137
pr,52800,2018-07-28T04:26:10Z,929
pr,52800,2018-07-28T04:26:10Z,899
pr,52802,2018-07-28T08:25:09Z,185
pr,52805,2018-07-28T12:42:29Z,168
pr,52805,2018-07-28T12:42:29Z,168
pr,52809,2018-07-28T17:23:57Z,27
pr,52809,2018-07-28T17:23:57Z,27
pr,52810,2018-07-28T18:25:30Z,17
pr,52810,2018-07-28T18:25:30Z,17
pr,52813,2018-07-28T23:01:20Z,118
pr,52813,2018-07-28T23:01:20Z,120
pr,52814,2018-07-28T23:33:51Z,1
pr,52814,2018-07-28T23:33:51Z,1
pr,52821,2018-07-29T07:25:25Z,56
pr,52821,2018-07-29T07:25:25Z,58
pr,52822,2018-07-29T08:38:03Z,4
pr,52822,2018-07-29T08:38:03Z,5
pr,52823,2018-07-29T11:11:37Z,21
pr,52823,2018-07-29T11:11:37Z,21
pr,52824,2018-07-29T11:21:40Z,3
pr,52824,2018-07-29T11:21:40Z,3
pr,52825,2018-07-29T11:43:22Z,34
pr,52825,2018-07-29T11:43:22Z,42
pr,52826,2018-07-29T12:11:12Z,1
pr,52827,2018-07-29T15:02:47Z,500
pr,52827,2018-07-29T15:02:47Z,481
pr,52828,2018-07-29T15:04:18Z,5
pr,52828,2018-07-29T15:04:18Z,5
pr,52830,2018-07-29T17:17:40Z,16
pr,52830,2018-07-29T17:17:40Z,16
pr,52831,2018-07-29T18:03:42Z,2
pr,52831,2018-07-29T18:03:42Z,3
pr,52834,2018-07-29T21:41:45Z,96
pr,52834,2018-07-29T21:41:45Z,30
pr,52835,2018-07-29T22:09:14Z,49
pr,52835,2018-07-29T22:09:14Z,56
pr,52838,2018-07-29T23:39:45Z,92
pr,52838,2018-07-29T23:39:45Z,92
pr,52839,2018-07-30T00:19:13Z,155
pr,52841,2018-07-30T00:52:26Z,290
pr,52841,2018-07-30T00:52:26Z,675
pr,52842,2018-07-30T01:15:13Z,1
pr,52842,2018-07-30T01:15:13Z,1
pr,52844,2018-07-30T01:32:56Z,69
pr,52844,2018-07-30T01:32:56Z,0
pr,52846,2018-07-30T04:12:49Z,4
pr,52846,2018-07-30T04:12:49Z,4
pr,52847,2018-07-30T04:22:09Z,4
pr,52847,2018-07-30T04:22:09Z,4
pr,52850,2018-07-30T10:07:55Z,12
pr,52851,2018-07-30T10:08:03Z,178
pr,52851,2018-07-30T10:08:03Z,172
pr,52853,2018-07-30T11:11:25Z,10
pr,52853,2018-07-30T11:11:25Z,10
pr,52854,2018-07-30T12:02:25Z,16
pr,52854,2018-07-30T12:02:25Z,16
pr,52855,2018-07-30T12:08:28Z,33
pr,52855,2018-07-30T12:08:28Z,33
pr,52857,2018-07-30T13:01:15Z,110
pr,52858,2018-07-30T13:08:33Z,4
pr,52858,2018-07-30T13:08:33Z,4
pr,52859,2018-07-30T13:17:22Z,8
pr,52859,2018-07-30T13:17:22Z,128
pr,52861,2018-07-30T13:58:13Z,576
pr,52861,2018-07-30T13:58:13Z,585
pr,52863,2018-07-30T15:10:43Z,4
pr,52864,2018-07-30T15:15:22Z,1
pr,52867,2018-07-30T15:44:00Z,2
pr,52867,2018-07-30T15:44:00Z,2
pr,52869,2018-07-30T16:10:02Z,19
pr,52870,2018-07-30T16:43:36Z,3
pr,52870,2018-07-30T16:43:36Z,3
pr,52872,2018-07-30T18:51:10Z,73
pr,52872,2018-07-30T18:51:10Z,118
pr,52876,2018-07-30T20:13:49Z,1
pr,52876,2018-07-30T20:13:49Z,1
pr,52878,2018-07-30T21:21:03Z,1
pr,52878,2018-07-30T21:21:03Z,1
pr,52882,2018-07-30T22:40:28Z,854
pr,52883,2018-07-30T22:42:15Z,53
pr,52883,2018-07-30T22:42:15Z,53
pr,52885,2018-07-30T23:01:35Z,7
pr,52885,2018-07-30T23:01:35Z,7
pr,52886,2018-07-30T23:51:47Z,5
pr,52886,2018-07-30T23:51:47Z,3
pr,52887,2018-07-31T00:57:12Z,14
pr,52887,2018-07-31T00:57:12Z,12
pr,52888,2018-07-31T01:19:20Z,70
pr,52888,2018-07-31T01:19:20Z,70
pr,52890,2018-07-31T02:27:12Z,100
pr,52895,2018-07-31T07:04:07Z,7
pr,52896,2018-07-31T07:07:56Z,279
pr,52899,2018-07-31T09:09:41Z,14
pr,52904,2018-07-31T12:54:29Z,353
pr,52905,2018-07-31T13:30:16Z,1
pr,52906,2018-07-31T15:02:59Z,4
pr,52907,2018-07-31T15:30:59Z,86
pr,52908,2018-07-31T15:43:46Z,38
pr,52910,2018-07-31T16:20:13Z,7
pr,52911,2018-07-31T17:16:57Z,56
pr,52914,2018-07-31T19:49:05Z,1
pr,52915,2018-07-31T20:05:57Z,39
pr,52916,2018-07-31T20:48:42Z,818
pr,52918,2018-07-31T21:14:53Z,11
pr,52919,2018-07-31T21:18:40Z,244
pr,52923,2018-07-31T22:18:08Z,1295
pr,52925,2018-07-31T22:27:46Z,9
pr,52926,2018-07-31T22:50:09Z,17
pr,52927,2018-07-31T23:52:53Z,255
pr,52928,2018-08-01T00:41:45Z,31
pr,52929,2018-08-01T01:33:16Z,3
pr,52930,2018-08-01T01:34:05Z,32
pr,52931,2018-08-01T01:41:16Z,2198
pr,52932,2018-08-01T03:30:46Z,239
pr,52936,2018-08-01T07:46:54Z,6
pr,52936,2018-08-01T07:46:54Z,28
pr,52937,2018-08-01T08:13:11Z,2101
pr,52939,2018-08-01T09:08:03Z,16
pr,52940,2018-08-01T10:08:31Z,6
pr,52940,2018-08-01T10:08:31Z,6
pr,52942,2018-08-01T11:03:26Z,5
pr,52944,2018-08-01T13:03:33Z,985
pr,52946,2018-08-01T15:04:35Z,3
pr,52946,2018-08-01T15:04:35Z,3
pr,52947,2018-08-01T15:24:38Z,1
pr,52948,2018-08-01T15:42:27Z,92
pr,52948,2018-08-01T15:42:27Z,92
pr,52949,2018-08-01T15:45:31Z,33
pr,52949,2018-08-01T15:45:31Z,34
pr,52952,2018-08-01T16:44:34Z,1
pr,52952,2018-08-01T16:44:34Z,1
pr,52953,2018-08-01T16:46:13Z,626
pr,52953,2018-08-01T16:46:13Z,879
pr,52954,2018-08-01T16:50:55Z,24
pr,52955,2018-08-01T17:42:01Z,8
pr,52955,2018-08-01T17:42:01Z,2
pr,52956,2018-08-01T18:15:57Z,912
pr,52956,2018-08-01T18:15:57Z,441
pr,52958,2018-08-01T19:46:41Z,512
pr,52959,2018-08-01T20:57:36Z,1211
pr,52959,2018-08-01T20:57:36Z,1253
pr,52962,2018-08-01T22:19:59Z,34
pr,52962,2018-08-01T22:19:59Z,36
pr,52968,2018-08-02T04:12:24Z,56
pr,52968,2018-08-02T04:12:24Z,57
pr,52969,2018-08-02T06:52:21Z,1
pr,52969,2018-08-02T06:52:21Z,1
pr,52972,2018-08-02T09:40:17Z,2
pr,52972,2018-08-02T09:40:17Z,28
pr,52973,2018-08-02T10:04:32Z,103
pr,52973,2018-08-02T10:04:32Z,103
pr,52975,2018-08-02T11:56:27Z,43
pr,52982,2018-08-02T14:42:57Z,2
pr,52982,2018-08-02T14:42:57Z,3
pr,52983,2018-08-02T15:00:50Z,3
pr,52983,2018-08-02T15:00:50Z,4
pr,52984,2018-08-02T15:29:36Z,24
pr,52984,2018-08-02T15:29:36Z,65
pr,52986,2018-08-02T15:54:40Z,17
pr,52986,2018-08-02T15:54:40Z,19
pr,52987,2018-08-02T16:35:11Z,65
pr,52987,2018-08-02T16:35:11Z,91
pr,52988,2018-08-02T18:26:05Z,1227
pr,52989,2018-08-02T18:36:00Z,1219
pr,52990,2018-08-02T18:44:22Z,128
pr,52990,2018-08-02T18:44:22Z,136
pr,52991,2018-08-02T19:02:43Z,203
pr,52991,2018-08-02T19:02:43Z,331
pr,52993,2018-08-02T19:44:21Z,306
pr,52993,2018-08-02T19:44:21Z,345
pr,52994,2018-08-02T19:46:12Z,218
pr,52994,2018-08-02T19:46:12Z,195
pr,52995,2018-08-02T20:09:44Z,11
pr,52995,2018-08-02T20:09:44Z,11
pr,52996,2018-08-02T20:55:19Z,1
pr,52996,2018-08-02T20:55:19Z,1
pr,52997,2018-08-02T21:01:15Z,49
pr,52997,2018-08-02T21:01:15Z,49
pr,53000,2018-08-02T21:39:34Z,1
pr,53001,2018-08-02T21:44:31Z,1
pr,53001,2018-08-02T21:44:31Z,1
pr,53002,2018-08-02T21:47:49Z,108
pr,53002,2018-08-02T21:47:49Z,108
pr,53003,2018-08-02T22:02:14Z,2
pr,53003,2018-08-02T22:02:14Z,2
pr,53013,2018-08-03T05:42:18Z,212
pr,53013,2018-08-03T05:42:18Z,1095
pr,53016,2018-08-03T07:16:36Z,86
pr,53016,2018-08-03T07:16:36Z,88
pr,53019,2018-08-03T08:34:04Z,18
pr,53019,2018-08-03T08:34:04Z,18
pr,53021,2018-08-03T09:08:39Z,1
pr,53022,2018-08-03T10:16:40Z,30
pr,53022,2018-08-03T10:16:40Z,30
pr,53024,2018-08-03T11:21:19Z,4
pr,53024,2018-08-03T11:21:19Z,4
pr,53025,2018-08-03T11:33:29Z,12
pr,53025,2018-08-03T11:33:29Z,12
pr,53027,2018-08-03T12:57:09Z,41
pr,53027,2018-08-03T12:57:09Z,59
pr,53028,2018-08-03T14:00:56Z,5
pr,53028,2018-08-03T14:00:56Z,10
pr,53030,2018-08-03T15:12:02Z,77
pr,53030,2018-08-03T15:12:02Z,75
pr,53031,2018-08-03T15:35:28Z,187
pr,53031,2018-08-03T15:35:28Z,203
pr,53033,2018-08-03T16:09:33Z,12
pr,53033,2018-08-03T16:09:33Z,11
pr,53034,2018-08-03T18:25:49Z,1
pr,53035,2018-08-03T19:21:24Z,4
pr,53035,2018-08-03T19:21:24Z,4
pr,53041,2018-08-03T21:30:45Z,2
pr,53041,2018-08-03T21:30:45Z,2
pr,53043,2018-08-03T22:04:06Z,13
pr,53043,2018-08-03T22:04:06Z,13
pr,53044,2018-08-03T22:13:52Z,15
pr,53044,2018-08-03T22:13:52Z,42
pr,53045,2018-08-03T22:17:16Z,48
pr,53045,2018-08-03T22:17:16Z,48
pr,53047,2018-08-03T22:35:30Z,5
pr,53047,2018-08-03T22:35:30Z,5
pr,53049,2018-08-03T23:13:12Z,1799
pr,53049,2018-08-03T23:13:12Z,1799
pr,53050,2018-08-04T00:47:32Z,1
pr,53050,2018-08-04T00:47:32Z,1
pr,53051,2018-08-04T01:22:28Z,74
pr,53051,2018-08-04T01:22:28Z,122
pr,53052,2018-08-04T01:54:28Z,19
pr,53052,2018-08-04T01:54:28Z,0
pr,53053,2018-08-04T02:24:50Z,252
pr,53053,2018-08-04T02:24:50Z,295
pr,53055,2018-08-04T04:26:25Z,2
pr,53056,2018-08-04T06:36:03Z,261
pr,53057,2018-08-04T08:35:42Z,9
pr,53058,2018-08-04T11:55:16Z,1160
pr,53059,2018-08-04T12:31:55Z,22
pr,53059,2018-08-04T12:31:55Z,22
pr,53060,2018-08-04T12:33:01Z,2
pr,53060,2018-08-04T12:33:01Z,32
pr,53062,2018-08-04T12:59:12Z,50
pr,53068,2018-08-04T18:13:24Z,49
pr,53068,2018-08-04T18:13:24Z,54
pr,53073,2018-08-04T20:58:49Z,249
pr,53073,2018-08-04T20:58:49Z,185
pr,53074,2018-08-04T21:55:25Z,72
pr,53074,2018-08-04T21:55:25Z,123
pr,53075,2018-08-04T22:26:46Z,276
pr,53075,2018-08-04T22:26:46Z,99
pr,53076,2018-08-04T23:38:41Z,69
pr,53076,2018-08-04T23:38:41Z,69
pr,53078,2018-08-05T00:41:31Z,1
pr,53078,2018-08-05T00:41:31Z,1
pr,53080,2018-08-05T03:37:35Z,16
pr,53080,2018-08-05T03:37:35Z,37
pr,53082,2018-08-05T05:54:15Z,63
pr,53082,2018-08-05T05:54:15Z,63
pr,53085,2018-08-05T10:58:53Z,134
pr,53085,2018-08-05T10:58:53Z,245
pr,53086,2018-08-05T11:05:09Z,32
pr,53086,2018-08-05T11:05:09Z,13
pr,53088,2018-08-05T13:05:44Z,89
pr,53088,2018-08-05T13:05:44Z,112
pr,53093,2018-08-05T16:04:05Z,28
pr,53093,2018-08-05T16:04:05Z,28
pr,53094,2018-08-05T16:23:26Z,17
pr,53094,2018-08-05T16:23:26Z,19
pr,53100,2018-08-06T01:29:07Z,17
pr,53100,2018-08-06T01:29:07Z,17
pr,53103,2018-08-06T07:46:42Z,1
pr,53103,2018-08-06T07:46:42Z,15
pr,53104,2018-08-06T08:18:52Z,89
pr,53104,2018-08-06T08:18:52Z,24
pr,53106,2018-08-06T10:08:20Z,48
pr,53106,2018-08-06T10:08:20Z,327
pr,53107,2018-08-06T10:35:02Z,5
pr,53107,2018-08-06T10:35:02Z,5
pr,53108,2018-08-06T10:55:51Z,33
pr,53108,2018-08-06T10:55:51Z,38
pr,53109,2018-08-06T11:18:20Z,108
pr,53109,2018-08-06T11:18:20Z,108
pr,53110,2018-08-06T12:13:41Z,3
pr,53110,2018-08-06T12:13:41Z,3
pr,53111,2018-08-06T12:17:13Z,71
pr,53111,2018-08-06T12:17:13Z,84
pr,53112,2018-08-06T14:12:08Z,49
pr,53112,2018-08-06T14:12:08Z,98
pr,53113,2018-08-06T14:37:32Z,34
pr,53113,2018-08-06T14:37:32Z,35
pr,53115,2018-08-06T16:34:18Z,205
pr,53116,2018-08-06T17:25:09Z,4
pr,53116,2018-08-06T17:25:09Z,4
pr,53124,2018-08-06T19:15:56Z,56
pr,53124,2018-08-06T19:15:56Z,95
pr,53129,2018-08-06T20:42:52Z,8
pr,53129,2018-08-06T20:42:52Z,8
pr,53131,2018-08-06T20:55:03Z,102
pr,53131,2018-08-06T20:55:03Z,104
pr,53133,2018-08-06T21:24:09Z,42
pr,53133,2018-08-06T21:24:09Z,42
pr,53134,2018-08-06T21:24:41Z,2
pr,53135,2018-08-06T21:48:23Z,1
pr,53135,2018-08-06T21:48:23Z,1
pr,53138,2018-08-06T23:43:10Z,283
pr,53138,2018-08-06T23:43:10Z,283
pr,53139,2018-08-07T01:38:57Z,1
pr,53139,2018-08-07T01:38:57Z,1
pr,53141,2018-08-07T03:48:40Z,75
pr,53141,2018-08-07T03:48:40Z,45
pr,53145,2018-08-07T07:18:50Z,0
pr,53147,2018-08-07T08:20:11Z,3104
pr,53147,2018-08-07T08:20:11Z,1065
pr,53150,2018-08-07T08:55:45Z,141
pr,53152,2018-08-07T10:20:35Z,2
pr,53152,2018-08-07T10:20:35Z,2
pr,53154,2018-08-07T10:36:34Z,6
pr,53160,2018-08-07T15:02:36Z,2
pr,53161,2018-08-07T15:07:00Z,256
pr,53161,2018-08-07T15:07:00Z,235
pr,53162,2018-08-07T15:25:45Z,643
pr,53162,2018-08-07T15:25:45Z,137
pr,53163,2018-08-07T16:38:18Z,23
pr,53163,2018-08-07T16:38:18Z,23
pr,53164,2018-08-07T16:48:28Z,153
pr,53164,2018-08-07T16:48:28Z,111
pr,53165,2018-08-07T17:07:21Z,39
pr,53165,2018-08-07T17:07:21Z,38
pr,53168,2018-08-07T18:54:16Z,308
pr,53168,2018-08-07T18:54:16Z,304
pr,53173,2018-08-07T20:23:54Z,201
pr,53173,2018-08-07T20:23:54Z,191
pr,53175,2018-08-07T21:25:12Z,235
pr,53175,2018-08-07T21:25:12Z,211
pr,53177,2018-08-07T22:04:44Z,388
pr,53177,2018-08-07T22:04:44Z,320
pr,53179,2018-08-07T23:44:11Z,9
pr,53179,2018-08-07T23:44:11Z,7
pr,53180,2018-08-07T23:52:56Z,8
pr,53180,2018-08-07T23:52:56Z,8
pr,53183,2018-08-08T05:34:00Z,73
pr,53183,2018-08-08T05:34:00Z,73
pr,53184,2018-08-08T06:06:25Z,745
pr,53186,2018-08-08T07:06:37Z,78
pr,53190,2018-08-08T11:02:12Z,46
pr,53190,2018-08-08T11:02:12Z,82
pr,53192,2018-08-08T11:21:47Z,1
pr,53194,2018-08-08T14:01:44Z,660
pr,53195,2018-08-08T14:01:44Z,660
pr,53196,2018-08-08T14:47:50Z,60050
pr,53196,2018-08-08T14:47:50Z,61965
pr,53197,2018-08-08T15:41:18Z,716
pr,53199,2018-08-08T16:22:19Z,1
pr,53199,2018-08-08T16:22:19Z,4
pr,53206,2018-08-08T21:37:02Z,582
pr,53207,2018-08-08T21:44:02Z,117
pr,53207,2018-08-08T21:44:02Z,115
pr,53208,2018-08-08T23:09:02Z,13
pr,53208,2018-08-08T23:09:02Z,30
pr,53210,2018-08-09T04:43:15Z,1
pr,53210,2018-08-09T04:43:15Z,1
pr,53211,2018-08-09T05:57:23Z,8
pr,53212,2018-08-09T07:01:26Z,35
pr,53212,2018-08-09T07:01:26Z,49
pr,53213,2018-08-09T07:54:30Z,5
pr,53213,2018-08-09T07:54:30Z,5
pr,53214,2018-08-09T08:16:35Z,10
pr,53215,2018-08-09T08:22:08Z,70
pr,53216,2018-08-09T08:58:51Z,791
pr,53217,2018-08-09T09:30:42Z,10
pr,53218,2018-08-09T09:40:07Z,6
pr,53218,2018-08-09T09:40:07Z,14
pr,53219,2018-08-09T11:08:43Z,13
pr,53222,2018-08-09T13:44:59Z,46
pr,53223,2018-08-09T15:01:54Z,40
pr,53223,2018-08-09T15:01:54Z,42
pr,53225,2018-08-09T16:04:38Z,1207
pr,53225,2018-08-09T16:04:38Z,1757
pr,53226,2018-08-09T16:57:22Z,28
pr,53226,2018-08-09T16:57:22Z,28
pr,53227,2018-08-09T18:24:12Z,511
pr,53227,2018-08-09T18:24:12Z,496
pr,53229,2018-08-09T18:44:54Z,12
pr,53229,2018-08-09T18:44:54Z,12
pr,53230,2018-08-09T19:36:01Z,19
pr,53230,2018-08-09T19:36:01Z,25
pr,53231,2018-08-09T19:36:23Z,27
pr,53231,2018-08-09T19:36:23Z,31
pr,53233,2018-08-09T20:11:21Z,48
pr,53233,2018-08-09T20:11:21Z,48
pr,53234,2018-08-09T20:15:41Z,89
pr,53234,2018-08-09T20:15:41Z,0
pr,53235,2018-08-09T20:44:58Z,26
pr,53235,2018-08-09T20:44:58Z,26
pr,53236,2018-08-09T20:59:08Z,17
pr,53236,2018-08-09T20:59:08Z,42
pr,53237,2018-08-09T21:30:18Z,3
pr,53237,2018-08-09T21:30:18Z,3
pr,53238,2018-08-09T22:11:01Z,2
pr,53238,2018-08-09T22:11:01Z,2
pr,53239,2018-08-09T23:45:06Z,24
pr,53239,2018-08-09T23:45:06Z,24
pr,53240,2018-08-10T04:54:50Z,112
pr,53240,2018-08-10T04:54:50Z,112
pr,53245,2018-08-10T10:31:26Z,98
pr,53246,2018-08-10T11:19:41Z,141
pr,53246,2018-08-10T11:19:41Z,141
pr,53247,2018-08-10T13:12:06Z,2446
pr,53247,2018-08-10T13:12:06Z,3326
