open,additions,labels,,,,,,,Pr_number
2019-01-13T20:18:15Z,NULL,NULL,,,,,,,57698
2019-01-13T20:18:15Z,NULL,NULL,,,,,,,57699
2019-01-13T20:18:15Z,NULL,NULL,,,,,,,57703
2019-01-13T22:26:42Z,NULL,S-waiting-on-review,,,,,,,57708
2019-01-13T22:26:42Z,NULL,NULL,,,,,,,57710
2019-01-14T03:43:17Z,NULL,"A-NLL;T-compiler,A-NLL;I-ICE,A-NLL;NLL-sound,A-NLL;NLL-sound;P-medium",,,,,,,57714
2019-01-14T06:57:04Z,NULL,S-waiting-on-review,,,,,,,57721
2019-01-14T06:57:04Z,NULL,NULL,,,,,,,57723
2019-01-14T06:57:04Z,NULL,"S-waiting-on-crater,S-waiting-on-review,S-waiting-on-bors,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review;T-libs;disposition-merge;proposed-final-comment-period,S-waiting-on-review,S-waiting-on-bors,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-bors,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review",,,,,,,57727
2019-01-14T19:32:01Z,NULL,"S-waiting-on-bors,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-bors,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-crater,S-waiting-on-review,S-waiting-on-bors,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review",,,,,,,57732
2019-01-15T11:42:16Z,NULL,"S-waiting-on-review,S-waiting-on-review,S-waiting-on-bors,S-waiting-on-review,S-waiting-on-review,S-waiting-on-bors,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-bors,S-waiting-on-review,S-waiting-on-review",,,,,,,57733
2019-01-15T22:14:02Z,NULL,"S-waiting-on-bors,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-bors,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review",,,,,,,57737
2019-01-16T21:31:20Z,NULL,beta-nominated,,,,,,,57745
2019-01-17T02:48:53Z,NULL,"S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-bors,S-waiting-on-review",,,,,,,57747
2019-01-17T02:48:53Z,NULL,"S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-crater,S-waiting-on-review,S-waiting-on-bors,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review",,,,,,,57752
2019-01-17T03:25:27Z,NULL,"S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review",,,,,,,57755
2019-01-17T03:25:27Z,NULL,S-waiting-on-bors,,,,,,,57756
2019-01-17T03:25:27Z,NULL,NULL,,,,,,,57758
2019-01-17T03:25:27Z,NULL,"S-waiting-on-bors,S-waiting-on-review,S-waiting-on-review,S-waiting-on-bors,S-waiting-on-review",,,,,,,57761
2019-01-17T03:25:27Z,NULL,NULL,,,,,,,57769
2019-01-17T03:25:27Z,NULL,NULL,,,,,,,57779
2019-01-17T03:25:27Z,NULL,A-diagnostics;A-suggestion-diagnostics,,,,,,,57783
2019-01-17T03:25:27Z,NULL,A-diagnostics;E-easy,,,,,,,57784
2019-01-17T03:25:27Z,NULL,NULL,,,,,,,57786
2019-01-17T04:46:59Z,NULL,I-crash;T-infra,,,,,,,57789
2019-01-17T04:46:59Z,NULL,NULL,,,,,,,57791
2019-01-17T04:46:59Z,NULL,"S-waiting-on-review,S-waiting-on-review,S-waiting-on-bors,S-waiting-on-review,S-waiting-on-bors",,,,,,,57792
2019-01-17T04:46:59Z,NULL,A-diagnostics;E-easy,,,,,,,57793
2019-01-17T04:46:59Z,NULL,E-easy,,,,,,,57798
2019-01-17T04:46:59Z,NULL,"A-diagnostics;A-resolve;T-compiler,S-waiting-on-review",,,,,,,57802
2019-01-17T04:46:59Z,NULL,NULL,,,,,,,57803
2019-01-17T04:46:59Z,NULL,NULL,,,,,,,57805
2019-01-17T04:46:59Z,NULL,"S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review",,,,,,,57816
2019-01-17T04:46:59Z,NULL,NULL,,,,,,,57817
2019-01-17T14:35:23Z,NULL,"S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review",,,,,,,57823
2019-01-17T21:41:36Z,NULL,B-RFC-approved;C-tracking-issue;T-lang;T-libs,,,,,,,57825
2019-01-18T01:38:49Z,NULL,NULL,,,,,,,57827
2019-01-18T04:49:33Z,NULL,"S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review",,,,,,,57830
2019-01-18T09:24:28Z,NULL,NULL,,,,,,,57833
2019-01-18T09:24:28Z,NULL,B-unstable;T-libs,,,,,,,57834
2019-01-18T09:24:28Z,NULL,NULL,,,,,,,57835
2019-01-18T09:24:28Z,NULL,NULL,,,,,,,57836
2019-01-18T09:24:28Z,NULL,NULL,,,,,,,57840
2019-01-18T09:24:28Z,NULL,NULL,,,,,,,57846
2019-01-18T09:24:28Z,NULL,NULL,,,,,,,57847
2019-01-18T09:24:28Z,NULL,"S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review",,,,,,,57850
2019-01-18T11:39:46Z,NULL,NULL,,,,,,,57851
2019-01-18T11:39:46Z,NULL,A-diagnostics;A-parser;A-suggestion-diagnostics,,,,,,,57852
2019-01-18T11:39:46Z,NULL,NULL,,,,,,,57859
2019-01-18T11:39:46Z,NULL,S-waiting-on-review,,,,,,,57861
2019-01-18T11:39:46Z,NULL,NULL,,,,,,,57862
2019-01-18T11:39:46Z,NULL,NULL,,,,,,,57863
2019-01-18T11:39:46Z,NULL,"S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-bors",,,,,,,57869
2019-01-18T11:39:46Z,NULL,S-waiting-on-review,,,,,,,57870
2019-01-18T11:39:46Z,NULL,NULL,,,,,,,57871
2019-01-18T11:39:46Z,NULL,NULL,,,,,,,57873
2019-01-18T12:25:54Z,NULL,"S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review",,,,,,,57874
2019-01-18T12:25:54Z,NULL,"S-waiting-on-review,S-waiting-on-review,S-waiting-on-review",,,,,,,57878
2019-01-18T12:25:54Z,NULL,"S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review",,,,,,,57879
2019-01-18T17:06:41Z,NULL,T-rustdoc,,,,,,,57884
2019-01-18T17:06:41Z,NULL,S-waiting-on-review,,,,,,,57885
2019-01-18T17:06:41Z,NULL,A-diagnostics,,,,,,,57886
2019-01-18T17:06:41Z,NULL,NULL,,,,,,,57887
2019-01-18T17:06:41Z,NULL,"S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review",,,,,,,57888
2019-01-18T21:01:11Z,NULL,NULL,,,,,,,57896
2019-01-18T21:56:49Z,NULL,"S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-author",,,,,,,57898
2019-01-18T21:56:49Z,NULL,A-lint,,,,,,,57899
2019-01-18T21:56:49Z,NULL,NULL,,,,,,,57901
2019-01-18T21:56:49Z,NULL,NULL,,,,,,,57904
2019-01-18T21:56:49Z,NULL,S-waiting-on-review,,,,,,,57908
2019-01-18T21:56:49Z,NULL,S-waiting-on-review,,,,,,,57910
2019-01-19T08:03:36Z,NULL,"S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-bors,S-waiting-on-review,S-waiting-on-review",,,,,,,57911
2019-01-19T13:21:26Z,NULL,"S-waiting-on-review,S-waiting-on-review,S-waiting-on-bors,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review",,,,,,,57912
2019-01-19T18:41:25Z,NULL,"E-mentor;T-compiler;WG-compiler-front,B-RFC-approved;C-tracking-issue;T-lang",,,,,,,57913
2019-01-19T18:41:25Z,NULL,S-waiting-on-bors,,,,,,,57915
2019-01-20T04:21:14Z,NULL,"S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-bors,S-waiting-on-review",,,,,,,57918
2019-01-21T01:22:00Z,NULL,NULL,,,,,,,57920
2019-01-21T01:22:00Z,NULL,B-unstable;T-lang,,,,,,,57921
2019-01-21T01:22:00Z,NULL,A-suggestion-diagnostics,,,,,,,57922
2019-01-21T01:22:00Z,NULL,B-RFC-approved;T-libs,,,,,,,57926
2019-01-21T02:43:02Z,NULL,"S-waiting-on-review,S-waiting-on-review,S-waiting-on-review",,,,,,,57930
2019-01-21T12:28:06Z,NULL,S-waiting-on-review,,,,,,,57932
2019-01-21T13:22:46Z,NULL,"A-NVPTX,A-NVPTX,metabug",,,,,,,57937
2019-01-21T20:03:20Z,NULL,"S-waiting-on-review,S-waiting-on-review,S-waiting-on-review",,,,,,,57938
2019-01-21T20:03:20Z,NULL,"S-waiting-on-review,S-waiting-on-review",,,,,,,57944
2019-01-21T20:28:55Z,NULL,I-slow,,,,,,,57949
2019-01-21T23:14:12Z,NULL,S-waiting-on-review,,,,,,,57950
2019-01-21T23:14:12Z,NULL,NULL,,,,,,,57953
2019-01-21T23:14:12Z,NULL,"S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review",,,,,,,57955
2019-01-21T23:14:12Z,NULL,"S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review",,,,,,,57957
2019-01-22T11:20:37Z,NULL,NULL,,,,,,,57978
2019-01-22T11:20:37Z,NULL,A-impl-trait;I-nominated;T-compiler;regression-from-stable-to-nightly,,,,,,,57981
2019-01-22T11:20:37Z,NULL,"S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review",,,,,,,57982
2019-01-22T11:20:37Z,NULL,NULL,,,,,,,57990
2019-01-22T13:24:46Z,NULL,"S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review",,,,,,,57991
2019-01-22T14:09:57Z,NULL,"S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review",,,,,,,57995
2019-01-23T00:34:24Z,NULL,E-medium,,,,,,,57997
2019-01-23T00:34:24Z,NULL,S-waiting-on-review,,,,,,,58000
2019-01-23T00:34:24Z,NULL,NULL,,,,,,,58003
2019-01-23T00:34:24Z,NULL,NULL,,,,,,,58005
2019-01-23T00:58:50Z,NULL,NULL,,,,,,,58007
2019-01-23T01:38:31Z,NULL,NULL,,,,,,,58008
2019-01-23T11:05:43Z,NULL,"S-waiting-on-review,S-waiting-on-review",,,,,,,58013
2019-01-23T15:09:53Z,NULL,"S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-bors;beta-nominated,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review",,,,,,,58014
2019-01-23T23:20:04Z,NULL,B-RFC-approved;T-libs,,,,,,,58015
2019-01-24T00:27:15Z,NULL,"S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-bors;beta-nominated,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review",,,,,,,58016
2019-01-24T16:10:40Z,NULL,S-waiting-on-review,,,,,,,58019
2019-01-24T16:10:40Z,NULL,NULL,,,,,,,58028
2019-01-24T16:10:40Z,NULL,NULL,,,,,,,58034
2019-01-24T17:25:53Z,NULL,S-waiting-on-review,,,,,,,58036
2019-01-24T17:25:53Z,NULL,NULL,,,,,,,58047
2019-01-24T17:25:53Z,NULL,"S-waiting-on-review,B-unstable;T-libs",,,,,,,58048
2019-01-24T17:25:53Z,NULL,B-unstable;E-easy;T-libs,,,,,,,58051
2019-01-24T17:25:53Z,NULL,NULL,,,,,,,58056
2019-01-24T17:25:53Z,NULL,NULL,,,,,,,58057
2019-01-24T17:25:53Z,NULL,I-ICE;T-rustdoc,,,,,,,58058
2019-01-24T17:25:53Z,NULL,NULL,,,,,,,58059
2019-01-24T23:09:03Z,NULL,A-iterators;B-unstable;C-tracking-issue;T-libs,,,,,,,58062
2019-01-24T23:14:08Z,NULL,A-lint;C-feature-request,,,,,,,58070
2019-01-24T23:40:29Z,NULL,NULL,,,,,,,58074
2019-01-25T00:04:24Z,NULL,A-diagnostics,,,,,,,58075
2019-01-25T00:37:04Z,NULL,S-waiting-on-review,,,,,,,58090
2019-01-25T00:37:04Z,NULL,"A-frontend;I-cleanup,A-runtime;A-testsuite;I-cleanup;P-low,S-waiting-on-review,A-libs;A-syntaxext;I-enhancement,S-waiting-on-review,A-frontend;I-cleanup,A-rustdoc;A-testsuite;I-completion,A-runtime;A-testsuite;I-cleanup;P-low",,,,,,,58093
2019-01-25T15:59:32Z,NULL,C-tracking-issue;T-compiler;WG-epoch,,,,,,,58100
2019-01-25T16:00:37Z,NULL,NULL,,,,,,,58103
2019-01-25T18:45:57Z,NULL,C-tracking-issue;T-compiler;WG-epoch,,,,,,,58105
2019-01-25T19:32:21Z,NULL,C-tracking-issue;T-compiler;WG-epoch,,,,,,,58106
2019-01-25T23:02:58Z,NULL,C-tracking-issue;T-compiler;WG-epoch,,,,,,,58107
2019-01-25T23:02:58Z,NULL,C-tracking-issue;T-compiler;WG-epoch,,,,,,,58109
2019-01-25T23:02:58Z,NULL,C-tracking-issue;T-compiler;WG-epoch,,,,,,,58110
2019-01-25T23:02:58Z,NULL,C-tracking-issue;T-compiler;WG-epoch,,,,,,,58111
2019-01-26T01:51:12Z,NULL,C-tracking-issue;T-compiler;WG-epoch,,,,,,,58112
2019-01-26T01:51:12Z,NULL,C-tracking-issue;T-compiler;WG-epoch,,,,,,,58113
2019-01-26T02:44:31Z,NULL,C-tracking-issue;T-compiler;WG-epoch,,,,,,,58114
2019-01-26T02:44:31Z,NULL,C-tracking-issue;T-compiler;WG-epoch,,,,,,,58115
2019-01-26T02:44:31Z,NULL,B-RFC-approved,,,,,,,58116
2019-01-26T02:44:31Z,NULL,C-tracking-issue;T-compiler;WG-epoch,,,,,,,58117
2019-01-26T02:44:31Z,NULL,C-tracking-issue;T-compiler;WG-epoch,,,,,,,58118
2019-01-26T02:44:31Z,NULL,C-tracking-issue;T-compiler;WG-epoch,,,,,,,58119
2019-01-26T02:44:31Z,NULL,C-tracking-issue;T-compiler;WG-epoch,,,,,,,58120
2019-01-26T02:44:31Z,NULL,NULL,,,,,,,58123
2019-01-26T02:44:31Z,NULL,C-tracking-issue;T-compiler;WG-epoch,,,,,,,58124
2019-01-26T02:44:31Z,NULL,C-tracking-issue;T-compiler;WG-epoch,,,,,,,58125
2019-01-26T03:15:34Z,NULL,C-tracking-issue;T-compiler;WG-epoch,,,,,,,58128
2019-01-26T03:15:34Z,NULL,C-tracking-issue;T-compiler;WG-epoch,,,,,,,58133
2019-01-26T03:15:34Z,NULL,A-io,,,,,,,58136
2019-01-26T03:15:34Z,NULL,S-waiting-on-review,,,,,,,58140
2019-01-26T03:15:34Z,NULL,NULL,,,,,,,58146
2019-01-26T03:15:34Z,NULL,T-rustdoc,,,,,,,58150
2019-01-26T03:15:34Z,NULL,"S-waiting-on-review,S-waiting-on-review",,,,,,,58151
2019-01-26T03:15:34Z,NULL,"S-waiting-on-review,S-waiting-on-review",,,,,,,58152
2019-01-26T06:52:00Z,NULL,"S-waiting-on-review,S-waiting-on-review",,,,,,,58153
2019-01-26T14:45:34Z,NULL,C-tracking-issue;T-compiler;WG-epoch,,,,,,,58156
2019-01-26T17:21:50Z,NULL,C-tracking-issue;T-compiler;WG-epoch,,,,,,,58157
2019-01-26T17:21:50Z,NULL,"S-waiting-on-bors;beta-nominated,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review",,,,,,,58159
2019-01-26T17:21:50Z,NULL,S-waiting-on-review,,,,,,,58161
2019-01-26T18:36:51Z,NULL,A-spurious;C-bug;T-infra,,,,,,,58162
2019-01-26T19:34:55Z,NULL,S-waiting-on-review,,,,,,,58166
2019-01-26T21:43:21Z,NULL,"S-waiting-on-review,S-waiting-on-review",,,,,,,58167
2019-01-26T23:46:39Z,NULL,A-diagnostics,,,,,,,58173
2019-01-27T02:38:45Z,NULL,NULL,,,,,,,58180
2019-01-27T02:38:45Z,NULL,"S-waiting-on-review,S-waiting-on-bors,S-waiting-on-review,S-waiting-on-review,S-waiting-on-bors,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-bors,S-waiting-on-review,S-waiting-on-review,S-waiting-on-bors,S-waiting-on-bors,S-waiting-on-review,S-waiting-on-bors,S-waiting-on-review,S-waiting-on-bors,S-waiting-on-review,S-waiting-on-bors;T-infra,S-waiting-on-review,S-waiting-on-bors,S-waiting-on-review",,,,,,,58189
2019-01-28T21:25:51Z,NULL,S-waiting-on-review,,,,,,,58191
2019-01-28T21:25:51Z,NULL,NULL,,,,,,,58192
2019-01-29T14:32:35Z,NULL,C-tracking-issue;T-compiler;WG-epoch,,,,,,,58193
2019-01-29T22:22:29Z,NULL,A-const-fn;A-diagnostics,,,,,,,58196
2019-01-30T00:30:42Z,NULL,NULL,,,,,,,58197
2019-01-30T00:30:42Z,NULL,A-diagnostics;E-easy,,,,,,,58198
2019-01-30T08:47:56Z,NULL,A-NLL;E-mentor;NLL-diagnostics,,,,,,,58199
2019-01-30T09:37:18Z,NULL,NULL,,,,,,,58202
2019-01-30T09:37:18Z,NULL,NULL,,,,,,,58203
2019-01-30T09:37:18Z,NULL,NULL,,,,,,,58204
2019-01-30T09:37:18Z,NULL,NULL,,,,,,,58207
2019-01-30T11:39:53Z,NULL,C-tracking-issue;T-compiler;WG-epoch,,,,,,,58208
2019-01-30T11:39:53Z,NULL,NULL,,,,,,,58216
2019-01-30T11:39:53Z,NULL,C-tracking-issue;T-compiler;WG-epoch,,,,,,,58217
2019-01-30T11:39:53Z,NULL,C-tracking-issue;T-compiler;WG-epoch,,,,,,,58218
2019-01-30T13:23:00Z,NULL,C-tracking-issue;T-compiler;WG-epoch,,,,,,,58219
2019-01-30T14:45:24Z,NULL,C-tracking-issue;T-compiler;WG-epoch,,,,,,,58220
2019-01-30T17:21:13Z,NULL,NULL,,,,,,,58221
2019-01-30T17:21:13Z,NULL,C-tracking-issue;T-compiler;WG-epoch,,,,,,,58222
2019-01-30T18:13:43Z,NULL,C-tracking-issue;T-compiler;WG-epoch,,,,,,,58223
2019-01-30T19:40:53Z,NULL,C-tracking-issue;T-compiler;WG-epoch,,,,,,,58225
2019-01-30T19:53:01Z,NULL,C-tracking-issue;T-compiler;WG-epoch,,,,,,,58228
2019-01-30T20:54:28Z,NULL,"S-waiting-on-review,S-waiting-on-review,S-waiting-on-review",,,,,,,58232
2019-01-30T23:11:30Z,NULL,C-tracking-issue;T-compiler;WG-epoch,,,,,,,58233
2019-01-30T23:11:30Z,NULL,C-tracking-issue;T-compiler;WG-epoch,,,,,,,58236
2019-01-30T23:11:30Z,NULL,S-waiting-on-review,,,,,,,58237
2019-01-30T23:11:30Z,NULL,NULL,,,,,,,58238
2019-01-30T23:11:30Z,NULL,C-tracking-issue;T-compiler;WG-epoch,,,,,,,58239
2019-01-30T23:11:30Z,NULL,C-tracking-issue;T-compiler;WG-epoch,,,,,,,58240
2019-01-30T23:11:30Z,NULL,C-tracking-issue;T-compiler;WG-epoch,,,,,,,58241
2019-01-30T23:11:30Z,NULL,NULL,,,,,,,58243
2019-01-30T23:11:30Z,NULL,C-tracking-issue;T-compiler;WG-epoch,,,,,,,58245
2019-01-30T23:11:30Z,NULL,A-const-eval;E-mentor,,,,,,,58246
2019-01-30T23:11:30Z,NULL,C-tracking-issue;T-compiler;WG-epoch,,,,,,,58247
2019-01-31T00:48:32Z,NULL,S-waiting-on-review,,,,,,,58250
2019-01-31T01:10:55Z,NULL,C-tracking-issue;T-compiler;WG-epoch,,,,,,,58251
2019-01-31T01:10:55Z,NULL,C-tracking-issue;T-compiler;WG-epoch,,,,,,,58252
2019-01-31T01:10:55Z,NULL,C-tracking-issue;T-compiler;WG-epoch,,,,,,,58253
2019-01-31T01:10:55Z,NULL,"S-waiting-on-bors,S-waiting-on-bors,S-waiting-on-bors,S-waiting-on-bors,S-waiting-on-bors,S-waiting-on-bors,S-waiting-on-review,S-waiting-on-bors,S-waiting-on-bors,S-waiting-on-review,S-waiting-on-bors,S-waiting-on-review,S-waiting-on-review,S-waiting-on-bors,S-waiting-on-bors,S-waiting-on-review,S-waiting-on-bors,S-waiting-on-bors,S-waiting-on-bors,S-waiting-on-bors,S-waiting-on-bors,S-waiting-on-review,S-waiting-on-bors,S-waiting-on-review",,,,,,,58254
2019-02-02T11:06:57Z,NULL,C-tracking-issue;T-compiler;WG-epoch,,,,,,,58255
2019-02-03T08:57:50Z,NULL,C-tracking-issue;T-compiler;WG-epoch,,,,,,,58256
2019-02-03T10:16:03Z,NULL,C-tracking-issue;T-compiler;WG-epoch,,,,,,,58257
2019-02-03T10:16:03Z,NULL,C-tracking-issue;T-compiler;WG-epoch,,,,,,,58259
2019-02-03T10:16:03Z,NULL,C-tracking-issue;T-compiler;WG-epoch,,,,,,,58260
2019-02-03T10:16:03Z,NULL,C-tracking-issue;T-compiler;WG-epoch,,,,,,,58261
2019-02-03T10:16:03Z,NULL,S-waiting-on-review,,,,,,,58262
2019-02-03T10:16:03Z,NULL,C-tracking-issue;T-compiler;WG-epoch,,,,,,,58265
2019-02-03T10:16:03Z,NULL,"S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-bors,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-bors,S-waiting-on-review,S-waiting-on-review",,,,,,,58266
2019-02-03T15:35:48Z,NULL,NULL,,,,,,,58267
2019-02-03T15:57:16Z,NULL,NULL,,,,,,,58269
2019-02-03T15:58:27Z,NULL,C-tracking-issue;T-compiler;WG-epoch,,,,,,,58273
2019-02-03T16:06:16Z,NULL,"S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-bors,S-waiting-on-bors,S-waiting-on-bors,S-waiting-on-review,S-waiting-on-review,S-waiting-on-bors,S-waiting-on-bors;merged-by-bors,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-bors",,,,,,,58282
2019-02-04T15:46:32Z,NULL,C-tracking-issue;T-compiler;WG-epoch,,,,,,,58285
2019-02-04T16:23:55Z,NULL,C-tracking-issue;T-compiler;WG-epoch,,,,,,,58287
2019-02-04T16:34:17Z,NULL,C-tracking-issue;T-compiler;WG-epoch,,,,,,,58288
2019-02-04T17:41:56Z,NULL,C-bug;T-rustdoc;regression-from-stable-to-nightly,,,,,,,58294
2019-02-04T17:41:56Z,NULL,C-tracking-issue;T-compiler;WG-epoch,,,,,,,58300
2019-02-04T17:41:56Z,NULL,B-RFC-approved;T-libs,,,,,,,58302
2019-02-04T17:41:56Z,NULL,T-rustdoc,,,,,,,58306
2019-02-04T17:41:56Z,NULL,C-tracking-issue;T-compiler;WG-epoch,,,,,,,58312
2019-02-04T18:18:05Z,NULL,"S-waiting-on-bors,S-waiting-on-bors,S-waiting-on-bors,S-waiting-on-bors,S-waiting-on-bors,S-waiting-on-bors,S-waiting-on-bors,S-waiting-on-review,S-waiting-on-bors,S-waiting-on-bors,S-waiting-on-review,S-waiting-on-bors,S-waiting-on-bors,S-waiting-on-bors,S-waiting-on-bors,S-waiting-on-bors,S-waiting-on-bors,S-waiting-on-review",,,,,,,58316
2019-02-05T15:29:23Z,NULL,"C-tracking-issue;T-compiler;WG-epoch,S-waiting-on-review",,,,,,,58318
2019-02-05T15:29:23Z,NULL,E-mentor;I-compiletime;T-compiler,,,,,,,58321
2019-02-05T15:29:23Z,NULL,C-tracking-issue;T-compiler;WG-epoch,,,,,,,58322
2019-02-05T15:29:23Z,NULL,C-bug;T-compiler;T-libs,,,,,,,58324
2019-02-05T15:29:23Z,NULL,NULL,,,,,,,58327
2019-02-05T15:29:23Z,NULL,"S-waiting-on-bors,S-waiting-on-review,S-waiting-on-review,S-waiting-on-bors,S-waiting-on-bors,S-waiting-on-review,S-waiting-on-bors,S-waiting-on-review,S-waiting-on-bors,S-waiting-on-review,S-waiting-on-bors,S-waiting-on-review,S-waiting-on-bors,S-waiting-on-bors,S-waiting-on-review,S-waiting-on-bors,S-waiting-on-review,S-waiting-on-review",,,,,,,58338
2019-02-05T20:59:55Z,NULL,S-waiting-on-review,,,,,,,58341
2019-02-05T21:01:10Z,NULL,"S-waiting-on-bors,C-tracking-issue;T-compiler;WG-epoch",,,,,,,58342
2019-02-05T22:34:12Z,NULL,A-NLL;I-nominated;NLL-performant,,,,,,,58347
2019-02-06T01:52:21Z,NULL,"S-waiting-on-bors,S-waiting-on-bors,S-waiting-on-review,S-waiting-on-bors,S-waiting-on-bors,S-waiting-on-review,S-waiting-on-bors,S-waiting-on-bors,S-waiting-on-review,S-waiting-on-review,S-waiting-on-bors,S-waiting-on-bors,S-waiting-on-review,S-waiting-on-review,S-waiting-on-review,S-waiting-on-bors,S-waiting-on-bors,S-waiting-on-review,S-waiting-on-bors",,,,,,,58348
2019-02-06T17:16:52Z,NULL,"beta-nominated,S-waiting-on-crater;T-lang",,,,,,,58349
2019-02-06T17:45:30Z,NULL,C-tracking-issue;T-compiler;WG-epoch,,,,,,,58356
2019-02-06T18:06:44Z,NULL,"S-waiting-on-review,S-waiting-on-bors,S-waiting-on-review,S-waiting-on-bors,S-waiting-on-review,S-waiting-on-bors,S-waiting-on-bors,S-waiting-on-bors,S-waiting-on-bors,S-waiting-on-review,S-waiting-on-bors,S-waiting-on-bors,S-waiting-on-bors,S-waiting-on-bors,S-waiting-on-bors,S-waiting-on-bors",,,,,,,58361
2019-02-07T05:58:04Z,NULL,T-rustdoc,,,,,,,58364
2019-02-07T05:58:04Z,NULL,"I-nominated;S-waiting-on-bors;T-compiler;beta-nominated;merged-by-bors,A-NLL;A-associated-items;A-lifetimes;I-unsound%20%F0%9F%92%A5;NLL-sound;T-compiler",,,,,,,58371
2019-02-07T05:58:04Z,NULL,A-incr-comp;C-tracking-issue;I-compiletime;T-cargo;T-compiler;T-core;WG-compiler-performance,,,,,,,58378
2019-02-07T05:58:04Z,NULL,NULL,,,,,,,58380
2019-02-07T05:58:04Z,NULL,NULL,,,,,,,58381
