open,additions,labels,,,,,,,Pr_number
2017-01-16T23:29:48Z,2,"A-diagnostics,A-diagnostics",,,,,,,39048
2017-01-16T23:29:48Z,301,"A-spurious,A-spurious",,,,,,,39055
2017-01-17T00:51:35Z,2323,NULL,,,,,,,39062
2017-01-17T16:41:42Z,12,NULL,,,,,,,39066
2017-01-17T16:41:42Z,60,"T-tools,T-tools",,,,,,,39068
2017-01-17T22:17:18Z,211,NULL,,,,,,,39071
2017-01-17T22:52:24Z,96,"B-unstable;T-libs,B-unstable;T-libs,B-unstable;T-libs",,,,,,,39075
2017-01-17T22:52:24Z,34,"regression-from-stable-to-beta,regression-from-stable-to-beta",,,,,,,39077
2017-01-17T23:28:20Z,22,A-incr-comp;A-rustbuild;I-compiletime;I-enhancement;T-compiler,,,,,,,39086
2017-01-17T23:33:24Z,16,"A-docs;E-easy,A-docs;E-easy",,,,,,,39091
2017-01-18T06:19:31Z,116,"A-frontend;E-easy;I-wrong,I-completion,A-frontend;E-easy;I-completion,A-frontend;E-easy;I-wrong,I-completion,A-frontend;E-easy;I-completion",,,,,,,39096
2017-01-18T17:09:18Z,23,NULL,,,,,,,39100
2017-01-19T00:11:15Z,590,NULL,,,,,,,39102
2017-01-19T01:57:07Z,700,NULL,,,,,,,39108
2017-01-19T10:40:15Z,16,NULL,,,,,,,39110
2017-01-19T10:56:13Z,10,T-tools,,,,,,,39111
2017-01-19T10:56:13Z,10,T-tools,,,,,,,39112
2017-01-19T10:56:13Z,40,"A-diagnostics,A-diagnostics",,,,,,,39116
2017-01-19T10:56:13Z,59,NULL,,,,,,,39120
2017-01-19T10:56:13Z,40,"A-debuginfo;I-enhancement;T-tools,relnotes;T-tools,A-debuginfo;I-enhancement;T-tools,relnotes;T-tools",,,,,,,39130
2017-01-19T10:56:13Z,42,NULL,,,,,,,39136
2017-01-19T10:56:13Z,3400,NULL,,,,,,,39138
2017-01-19T10:56:13Z,75,NULL,,,,,,,39139
2017-01-19T10:56:13Z,50,"beta-nominated,beta-nominated,beta-nominated;T-compiler,beta-nominated",,,,,,,39140
2017-01-19T10:56:13Z,2,beta-nominated;T-compiler,,,,,,,39141
2017-01-19T16:36:10Z,50,"I-crash;regression-from-stable-to-nightly;T-compiler,I-crash;regression-from-stable-to-nightly;T-compiler",,,,,,,39142
2017-01-19T19:11:05Z,154,NULL,,,,,,,39143
2017-01-19T21:34:18Z,202,NULL,,,,,,,39149
2017-01-19T23:08:01Z,1696,NULL,,,,,,,39150
2017-01-19T23:12:05Z,1443,NULL,,,,,,,39156
2017-01-19T23:28:04Z,1344,NULL,,,,,,,39157
2017-01-19T23:49:54Z,2263,NULL,,,,,,,39158
2017-01-19T23:49:54Z,919,T-tools,,,,,,,39167
2017-01-19T23:49:54Z,12978,"beta-nominated,beta-nominated",,,,,,,39170
2017-01-19T23:49:54Z,622,NULL,,,,,,,39176
2017-01-19T23:49:54Z,8,NULL,,,,,,,39179
2017-01-19T23:49:54Z,1252,NULL,,,,,,,39180
2017-01-19T23:49:54Z,244,NULL,,,,,,,39184
2017-01-19T23:49:54Z,16,NULL,,,,,,,39189
2017-01-19T23:49:54Z,24,"A-codegen;E-help-wanted,A-codegen;E-help-wanted,A-codegen;E-help-wanted",,,,,,,39193
2017-01-19T23:49:54Z,776,"A-metadata;B-unstable;metabug;T-compiler,A-metadata;B-unstable;metabug;T-compiler",,,,,,,39195
2017-01-19T23:49:54Z,1164,"B-RFC-approved,B-RFC-approved,B-RFC-approved",,,,,,,39196
2017-01-19T23:49:54Z,7,NULL,,,,,,,39197
2017-01-19T23:49:54Z,2253,"needs-crater,beta-nominated,beta-nominated;T-compiler,needs-crater,beta-nominated,beta-nominated;T-compiler",,,,,,,39199
2017-01-25T16:08:21Z,0,NULL,,,,,,,39202
2017-01-25T16:08:21Z,6678,A-docs,,,,,,,39210
2017-01-25T16:08:21Z,0,NULL,,,,,,,39229
2017-01-25T16:08:21Z,20043,NULL,,,,,,,39231
2017-01-25T22:13:20Z,13368,NULL,,,,,,,39234
2017-01-26T00:43:16Z,1946,NULL,,,,,,,39243
2017-01-26T00:43:16Z,1946,T-tools,,,,,,,39245
2017-01-26T00:43:16Z,382,NULL,,,,,,,39247
2017-01-26T00:43:16Z,20,NULL,,,,,,,39250
2017-01-26T00:43:16Z,1,NULL,,,,,,,39258
2017-01-26T00:43:16Z,15,NULL,,,,,,,39260
2017-01-26T00:43:16Z,2994,NULL,,,,,,,39265
2017-01-26T00:43:16Z,7,NULL,,,,,,,39271
2017-01-26T00:43:16Z,20,NULL,,,,,,,39281
2017-01-26T00:43:16Z,20167,NULL,,,,,,,39282
2017-01-26T06:44:24Z,0,"T-tools,T-tools,T-tools",,,,,,,39284
2017-01-26T15:54:30Z,2015,"A-libs,A-libs,A-libs,A-libs",,,,,,,39289
2017-01-26T23:06:37Z,1967,NULL,,,,,,,39291
2017-01-27T05:52:55Z,4974,NULL,,,,,,,39296
2017-01-27T16:00:12Z,1537,NULL,,,,,,,39303
2017-01-27T22:41:32Z,1319,NULL,,,,,,,39305
2017-01-27T22:41:32Z,57,NULL,,,,,,,39306
2017-01-27T22:41:32Z,4868,"B-unstable;T-libs,B-unstable;T-libs,B-unstable;T-libs,B-unstable;T-libs,B-unstable;T-libs,B-RFC-approved;T-libs,B-unstable;T-libs,B-unstable;T-libs,B-unstable;T-libs,B-unstable;T-libs,B-unstable;T-libs,B-RFC-approved;T-libs",,,,,,,39307
2017-01-27T22:41:32Z,196,"A-rustdoc;E-easy;I-wrong,A-rustdoc;E-easy;I-wrong,A-rustdoc;E-easy;I-wrong",,,,,,,39312
2017-01-27T22:41:32Z,112,NULL,,,,,,,39319
2017-01-27T22:41:32Z,62,NULL,,,,,,,39329
2017-01-27T22:53:35Z,46,NULL,,,,,,,39335
2017-01-28T21:53:39Z,979,"B-unstable;T-lang,B-unstable;T-lang",,,,,,,39337
2017-01-29T04:49:21Z,120,NULL,,,,,,,39340
2017-01-29T04:49:21Z,2699,"T-libs,T-libs",,,,,,,39353
2017-02-02T11:38:26Z,33,NULL,,,,,,,39354
2017-02-02T11:38:26Z,32,NULL,,,,,,,39358
2017-02-02T11:38:26Z,34,"A-docs,A-docs",,,,,,,39374
2017-02-02T14:56:41Z,131,"A-windows,A-windows",,,,,,,39379
2017-02-02T19:28:04Z,489,"A-mir,A-mir,A-mir",,,,,,,39383
2017-02-02T21:22:34Z,112,"A-rustbuild,A-rustbuild",,,,,,,39392
2017-02-02T21:22:34Z,42,"A-build;A-rustbuild,A-build;A-rustbuild",,,,,,,39400
2017-02-02T21:22:34Z,122,"B-RFC-approved;T-libs,B-RFC-approved;B-unstable;T-lang,B-RFC-approved;T-libs,B-RFC-approved;B-unstable;T-lang,B-RFC-approved;T-libs,B-RFC-approved;B-unstable;T-lang",,,,,,,39408
2017-02-02T21:22:34Z,195,NULL,,,,,,,39411
2017-02-02T21:22:34Z,677,"A-macros,A-macros,A-macros,A-macros,A-macros,A-macros,A-macros,A-macros,A-macros",,,,,,,39419
2017-02-02T21:22:34Z,0,I-slow,,,,,,,39422
2017-02-02T21:22:34Z,0,A-incr-comp;T-compiler,,,,,,,39424
2017-02-02T21:22:34Z,7,NULL,,,,,,,39431
2017-02-02T21:22:34Z,1,A-incr-comp;T-compiler,,,,,,,39434
2017-02-02T21:40:31Z,148,"A-diagnostics,A-diagnostics",,,,,,,39441
2017-02-02T21:40:31Z,194,NULL,,,,,,,39442
2017-02-03T01:45:28Z,1,NULL,,,,,,,39443
2017-02-03T03:25:02Z,99,B-unstable;T-lang,,,,,,,39444
2017-02-03T07:16:27Z,102,NULL,,,,,,,39457
2017-02-03T13:17:11Z,4069,"A-diagnostics,A-diagnostics,A-diagnostics",,,,,,,39458
2017-02-03T16:15:22Z,71,"E-easy;E-mentor;T-doc,E-easy;E-mentor;T-doc,E-easy;E-mentor;T-doc",,,,,,,39459
2017-02-03T17:16:45Z,2295,NULL,,,,,,,39462
2017-02-03T20:27:50Z,292,"A-libs;I-nominated;I-unsound;T-libs,A-libs;I-nominated;I-unsound;T-libs,A-libs;I-nominated;I-unsound;T-libs",,,,,,,39466
2017-02-03T22:21:07Z,11612,NULL,,,,,,,39470
2017-02-04T13:41:26Z,47,NULL,,,,,,,39472
2017-02-04T13:41:26Z,15,"B-RFC-approved;T-libs,B-RFC-approved;T-libs,B-RFC-approved;T-libs",,,,,,,39477
2017-02-04T14:46:59Z,6,"A-rustbuild;I-wrong;T-tools,A-rustbuild;I-wrong;T-tools,A-rustbuild;I-wrong;T-tools",,,,,,,39478
2017-02-04T14:46:59Z,2080,NULL,,,,,,,39481
2017-02-04T14:46:59Z,1026,NULL,,,,,,,39485
2017-02-04T14:46:59Z,63,NULL,,,,,,,39486
2017-02-04T14:48:15Z,660,"E-help-wanted,A-asmjs;A-linkage;A-wasm,A-asmjs;A-linkage;A-wasm,E-help-wanted,A-asmjs;A-linkage;A-wasm,E-help-wanted",,,,,,,39490
2017-02-04T14:48:15Z,65,"beta-nominated;T-libs,beta-nominated;T-libs,beta-nominated;T-libs",,,,,,,39493
2017-02-05T07:01:07Z,227,NULL,,,,,,,39501
2017-02-05T08:15:47Z,480,NULL,,,,,,,39509
2017-02-05T09:41:44Z,777,"B-unstable;T-libs,B-unstable;T-libs,B-unstable;T-libs",,,,,,,39512
2017-02-05T10:17:30Z,14,"beta-nominated;T-libs,beta-nominated;T-libs",,,,,,,39515
2017-02-05T13:27:17Z,2191,"beta-nominated;T-libs,beta-nominated;T-libs",,,,,,,39516
2017-02-05T13:27:17Z,495,"regression-from-stable-to-beta,regression-from-stable-to-beta,regression-from-stable-to-beta",,,,,,,39518
2017-02-05T13:27:17Z,544,NULL,,,,,,,39521
2017-02-05T13:27:17Z,819,"A-debuginfo;A-testsuite,A-debuginfo;A-testsuite,A-debuginfo;A-testsuite,A-debuginfo;A-testsuite",,,,,,,39530
2017-02-05T13:27:17Z,193,"beta-accepted;beta-nominated,beta-accepted;beta-nominated",,,,,,,39533
2017-02-05T13:27:17Z,1412,"beta-accepted;beta-nominated,A-diagnostics;A-macros;beta-nominated;T-compiler",,,,,,,39536
2017-02-05T13:27:17Z,1144,"beta-accepted;beta-nominated,A-diagnostics;A-macros;beta-nominated;T-compiler",,,,,,,39537
2017-02-05T14:14:58Z,17,NULL,,,,,,,39552
2017-02-05T14:14:58Z,11,NULL,,,,,,,39554
2017-02-05T14:14:58Z,767,NULL,,,,,,,39556
2017-02-05T14:14:58Z,572,NULL,,,,,,,39560
2017-02-05T14:14:58Z,9772,NULL,,,,,,,39561
2017-02-05T14:14:58Z,7790,"T-libs,T-libs,T-libs,T-libs",,,,,,,39562
2017-02-05T17:41:47Z,7496,"T-libs,T-libs",,,,,,,39563
2017-02-05T17:45:16Z,10475,"beta-nominated;T-libs,beta-nominated;T-libs",,,,,,,39565
2017-02-06T15:21:44Z,2606,"beta-nominated,beta-nominated;T-libs,beta-nominated,beta-nominated;T-libs",,,,,,,39566
2017-02-06T21:15:34Z,4046,"beta-nominated,beta-nominated;T-libs,beta-nominated,beta-nominated;T-libs",,,,,,,39567
2017-02-07T01:49:04Z,170,"A-macros;I-needs-decision,A-macros;I-needs-decision",,,,,,,39572
2017-02-07T01:49:04Z,2258,NULL,,,,,,,39574
2017-02-07T01:49:04Z,21,NULL,,,,,,,39581
2017-02-07T01:49:04Z,488,"A-codegen;A-compiler;A-concurrency;A-incr-comp;I-compiletime;T-compiler,A-codegen;A-compiler;A-concurrency;A-incr-comp;I-compiletime;T-compiler,A-codegen;A-compiler;A-concurrency;A-incr-comp;I-compiletime;T-compiler,A-codegen;A-compiler;A-concurrency;A-incr-comp;I-compiletime;T-compiler,A-codegen;A-compiler;A-concurrency;A-incr-comp;I-compiletime;T-compiler",,,,,,,39583
2017-02-07T01:49:04Z,42,NULL,,,,,,,39586
2017-02-07T01:49:04Z,1473,NULL,,,,,,,39591
2017-02-07T01:49:04Z,981,"A-docs;B-RFC-approved;T-doc,A-docs;B-RFC-approved;T-doc,A-docs;B-RFC-approved;T-doc,A-docs;B-RFC-approved;T-doc,A-docs;B-RFC-approved;T-doc,A-docs;B-RFC-approved;T-doc",,,,,,,39593
2017-02-07T01:49:04Z,1589,NULL,,,,,,,39594
2017-02-07T01:49:04Z,1811,NULL,,,,,,,39597
2017-02-07T01:49:04Z,2520,NULL,,,,,,,39598
2017-02-07T01:49:04Z,1558,"beta-accepted;beta-nominated,beta-accepted;beta-nominated,beta-accepted;beta-nominated,beta-accepted;beta-nominated,beta-accepted;beta-nominated",,,,,,,39600
2017-02-07T01:49:04Z,262,NULL,,,,,,,39602
2017-02-07T01:49:04Z,70,NULL,,,,,,,39604
2017-02-07T01:49:04Z,4535,"beta-accepted;beta-nominated,beta-accepted;beta-nominated,beta-accepted;beta-nominated,beta-accepted;beta-nominated,beta-accepted;beta-nominated,beta-accepted;beta-nominated",,,,,,,39605
2017-02-07T03:10:29Z,21718,"beta-nominated,beta-nominated,beta-accepted;beta-nominated,beta-accepted;beta-nominated,beta-accepted;beta-nominated,beta-nominated,beta-nominated,beta-nominated,beta-accepted;beta-nominated,beta-accepted;beta-nominated",,,,,,,39609
2017-02-08T00:20:25Z,10442,"beta-nominated,beta-accepted;beta-nominated,beta-nominated,beta-accepted;beta-nominated",,,,,,,39613
2017-02-08T13:44:46Z,65,"A-incr-comp;I-ICE,A-incr-comp;I-ICE",,,,,,,39619
2017-02-08T13:44:46Z,2,NULL,,,,,,,39624
2017-02-08T13:44:46Z,2138,"beta-accepted;beta-nominated,beta-nominated,beta-accepted;beta-nominated",,,,,,,39632
2017-02-09T00:14:17Z,8,"A-docs;B-RFC-approved;T-doc,A-docs;B-RFC-approved;T-doc",,,,,,,39633
2017-02-09T00:14:17Z,725,NULL,,,,,,,39638
2017-02-09T04:55:52Z,49,NULL,,,,,,,39642
2017-02-09T04:55:52Z,3695,"beta-accepted;beta-nominated,beta-accepted;beta-nominated",,,,,,,39643
2017-02-09T17:14:25Z,473,beta-accepted;beta-nominated,,,,,,,39645
2017-02-10T00:43:27Z,10,NULL,,,,,,,39647
2017-02-10T00:43:27Z,442,NULL,,,,,,,39652
2017-02-10T01:59:26Z,1828,"A-diagnostics,A-diagnostics,A-diagnostics",,,,,,,39655
2017-02-10T01:59:26Z,216,NULL,,,,,,,39659
2017-02-10T01:59:26Z,1273,NULL,,,,,,,39663
2017-02-10T15:50:31Z,409,NULL,,,,,,,39667
2017-02-10T15:50:31Z,155,NULL,,,,,,,39668
2017-02-10T18:11:26Z,45,"I-ICE;regression-from-stable-to-beta,A-macros;I-ICE,I-ICE;regression-from-stable-to-beta,A-macros;I-ICE",,,,,,,39674
2017-02-10T21:40:46Z,667,beta-accepted;beta-nominated,,,,,,,39677
2017-02-11T02:27:23Z,732,NULL,,,,,,,39678
2017-02-11T02:27:23Z,96,NULL,,,,,,,39680
2017-02-11T04:41:06Z,2,"I-crash;P-high;T-compiler;T-lang,I-crash;P-high;T-compiler;T-lang",,,,,,,39682
2017-02-11T04:41:06Z,29,"I-crash;P-high;T-compiler;T-lang,I-crash;P-high;T-compiler;T-lang",,,,,,,39683
2017-02-11T04:41:06Z,315,beta-nominated,,,,,,,39686
2017-02-11T04:41:41Z,94,NULL,,,,,,,39693
2017-02-11T04:41:41Z,76,NULL,,,,,,,39694
2017-02-11T22:32:40Z,2120,NULL,,,,,,,39700
2017-02-11T22:32:40Z,2831,NULL,,,,,,,39707
2017-02-12T00:16:52Z,5909,"beta-nominated;T-compiler,beta-nominated;T-compiler",,,,,,,39712
2017-02-12T18:16:35Z,496,"A-frontend;E-easy,E-easy;I-cleanup,A-frontend;E-easy,E-easy;I-cleanup",,,,,,,39713
2017-02-13T00:16:59Z,630,A-libs;B-RFC-approved,,,,,,,39715
2017-02-13T03:38:41Z,1472,"A-libs;B-RFC-approved,A-libs;B-RFC-approved",,,,,,,39716
2017-02-13T03:38:41Z,2386,"A-testsuite;T-compiler,A-testsuite;T-compiler",,,,,,,39717
2017-02-13T15:58:54Z,80,beta-accepted;beta-nominated,,,,,,,39718
2017-02-13T19:32:54Z,130,NULL,,,,,,,39721
2017-02-14T02:12:12Z,683,NULL,,,,,,,39728
2017-02-14T02:12:12Z,15,NULL,,,,,,,39730
2017-02-14T02:12:12Z,4997,"beta-nominated;T-libs,beta-accepted;beta-nominated,beta-accepted;beta-nominated,beta-accepted;beta-nominated,beta-accepted;beta-nominated,beta-nominated",,,,,,,39734
2017-02-14T04:36:17Z,9669,beta-accepted;beta-nominated,,,,,,,39735
2017-02-14T13:51:07Z,4870,beta-accepted;beta-nominated,,,,,,,39736
2017-02-14T13:51:07Z,4,NULL,,,,,,,39744
2017-02-14T15:07:38Z,1912,NULL,,,,,,,39750
2017-02-14T15:07:38Z,226,"A-diagnostics;E-mentor,A-diagnostics;E-mentor",,,,,,,39752
2017-02-14T16:30:32Z,82,"A-docs,A-docs",,,,,,,39757
2017-02-14T23:06:08Z,7,NULL,,,,,,,39758
2017-02-14T23:06:08Z,22,NULL,,,,,,,39759
2017-02-14T23:06:08Z,98,"E-easy;E-mentor;T-doc,A-lang;B-RFC-approved;B-unstable",,,,,,,39761
2017-02-15T01:23:31Z,328,NULL,,,,,,,39765
2017-02-15T01:23:31Z,67,NULL,,,,,,,39769
2017-02-15T01:23:31Z,4,NULL,,,,,,,39772
2017-02-15T01:23:31Z,1748,NULL,,,,,,,39774
2017-02-15T01:23:31Z,1343,NULL,,,,,,,39780
2017-02-15T04:12:58Z,4301,NULL,,,,,,,39787
2017-02-15T19:59:01Z,9,A-libs;B-RFC-approved,,,,,,,39793
2017-02-15T19:59:01Z,1206,"T-libs,beta-nominated;T-compiler,T-libs",,,,,,,39800
2017-02-15T22:39:59Z,3,NULL,,,,,,,39804
2017-02-15T22:39:59Z,461,"beta-nominated;T-compiler,T-libs",,,,,,,39805
2017-02-16T00:49:50Z,8,NULL,,,,,,,39813
2017-02-16T00:49:50Z,82,NULL,,,,,,,39814
2017-02-16T00:49:50Z,412,"beta-nominated;T-compiler,T-libs",,,,,,,39816
2017-02-16T17:21:46Z,1442,"beta-nominated;T-compiler,T-libs",,,,,,,39818
2017-02-16T17:21:46Z,20,NULL,,,,,,,39820
2017-02-16T19:02:53Z,367,NULL,,,,,,,39832
2017-02-17T03:20:40Z,2762,"T-libs,T-libs,T-libs,T-libs",,,,,,,39833
2017-02-17T09:13:13Z,10,NULL,,,,,,,39834
2017-02-17T09:13:13Z,52,NULL,,,,,,,39836
2017-02-17T09:13:13Z,104,"A-tools;B-RFC-approved,A-tools;B-RFC-approved",,,,,,,39837
2017-02-17T09:13:13Z,11,NULL,,,,,,,39843
2017-02-17T17:16:23Z,16,"A-docs;E-easy;E-mentor,A-docs;E-easy;E-mentor",,,,,,,39845
2017-02-17T23:14:51Z,177,"A-docs;B-RFC-approved;T-doc,A-docs;B-RFC-approved;T-doc",,,,,,,39855
2017-02-17T23:14:51Z,12,NULL,,,,,,,39857
2017-02-18T12:08:30Z,116,NULL,,,,,,,39862
2017-02-18T17:10:16Z,472,T-libs,,,,,,,39863
2017-02-19T12:27:44Z,8,"E-medium;E-mentor;I-enhancement;T-compiler,E-medium;E-mentor;I-enhancement;T-compiler",,,,,,,39864
2017-02-19T12:27:44Z,1145,"A-docs;B-RFC-approved;T-doc,A-docs;B-RFC-approved;T-doc",,,,,,,39866
2017-02-19T14:41:42Z,1272,T-libs,,,,,,,39869
2017-02-20T21:19:53Z,2,NULL,,,,,,,39871
2017-02-20T21:19:53Z,29,NULL,,,,,,,39874
2017-02-20T22:30:02Z,1882,NULL,,,,,,,39885
2017-02-21T18:31:06Z,9,I-crash;T-compiler,,,,,,,39887
2017-02-21T18:31:06Z,40,A-rustbuild,,,,,,,39888
2017-02-21T18:31:06Z,81,NULL,,,,,,,39892
2017-02-21T18:31:06Z,391,NULL,,,,,,,39899
2017-02-21T19:00:36Z,13,NULL,,,,,,,39903
2017-02-21T22:14:54Z,22,A-diagnostics,,,,,,,39905
2017-02-21T22:14:54Z,25,"A-diagnostics,A-diagnostics",,,,,,,39906
2017-02-21T22:14:54Z,589,NULL,,,,,,,39907
2017-02-21T23:57:55Z,265,NULL,,,,,,,39913
2017-02-22T02:20:43Z,47,"E-medium;E-mentor;I-enhancement;T-compiler,E-medium;E-mentor;I-enhancement;T-compiler",,,,,,,39921
2017-02-22T14:24:06Z,11,"A-borrow-checker;I-nominated;I-unsound;T-compiler,A-borrow-checker;I-nominated;I-unsound;T-compiler",,,,,,,39927
2017-02-22T14:56:22Z,160,NULL,,,,,,,39933
2017-02-22T17:03:25Z,958,"T-libs,T-libs",,,,,,,39937
2017-02-22T21:14:49Z,5153,NULL,,,,,,,39939
2017-02-22T22:32:34Z,304,A-diagnostics;E-mentor,,,,,,,39953
2017-02-22T22:32:34Z,51,NULL,,,,,,,39956
2017-02-22T22:32:34Z,21,NULL,,,,,,,39960
2017-02-22T22:32:34Z,3124,NULL,,,,,,,39973
2017-02-22T22:32:34Z,2260,NULL,,,,,,,39976
2017-02-23T00:13:47Z,19,NULL,,,,,,,39977
2017-02-23T00:13:47Z,44,"A-typesystem;regression-from-stable-to-nightly;T-compiler,A-typesystem;regression-from-stable-to-nightly;T-compiler",,,,,,,39980
2017-02-23T00:13:47Z,239,NULL,,,,,,,39981
2017-02-23T00:13:47Z,35,NULL,,,,,,,39986
2017-02-23T00:13:47Z,232,"T-libs,T-libs",,,,,,,39988
2017-02-23T00:13:47Z,162,NULL,,,,,,,39990
2017-02-23T00:13:47Z,47,"A-incr-comp,A-incr-comp",,,,,,,39993
2017-02-23T02:09:57Z,9,NULL,,,,,,,39995
2017-02-23T02:09:57Z,2070,"A-traits;B-RFC-approved;B-unstable;T-lang,A-compiler;A-traits;I-ICE,A-traits;B-RFC-approved;B-unstable;T-lang,A-compiler;A-traits;I-ICE",,,,,,,40008
2017-02-23T03:02:35Z,52,"T-libs,T-libs",,,,,,,40009
2017-02-23T03:02:35Z,294,NULL,,,,,,,40018
2017-02-23T03:02:35Z,9405,NULL,,,,,,,40019
2017-02-23T03:02:35Z,227,NULL,,,,,,,40020
2017-02-23T03:02:35Z,9,NULL,,,,,,,40023
2017-02-23T03:02:35Z,553,NULL,,,,,,,40024
2017-02-23T05:09:03Z,2,"B-RFC-approved;T-lang,B-RFC-approved;T-lang",,,,,,,40025
2017-02-23T05:39:13Z,1369,"B-unstable;T-lang,B-unstable;T-lang",,,,,,,40027
2017-02-23T10:51:01Z,15,NULL,,,,,,,40031
2017-02-23T10:51:01Z,16,NULL,,,,,,,40035
2017-02-23T10:51:01Z,82,"B-RFC-approved;T-tools,B-RFC-approved;T-tools",,,,,,,40037
2017-02-23T13:56:49Z,46,"A-incr-comp,A-incr-comp",,,,,,,40038
2017-02-23T13:56:49Z,394,NULL,,,,,,,40039
2017-02-23T13:56:49Z,534,NULL,,,,,,,40040
2017-02-23T13:56:49Z,470,needs-crater,,,,,,,40043
2017-02-24T12:23:02Z,5070,NULL,,,,,,,40045
2017-02-24T12:23:02Z,1090,"beta-nominated,beta-nominated,beta-nominated;T-compiler,beta-nominated;T-compiler,beta-nominated;T-compiler,beta-nominated,beta-nominated;T-compiler,beta-nominated",,,,,,,40046
2017-02-24T17:08:05Z,72,NULL,,,,,,,40047
2017-02-24T17:08:05Z,19,NULL,,,,,,,40048
2017-02-24T17:08:05Z,483,NULL,,,,,,,40053
2017-02-24T17:08:05Z,924,NULL,,,,,,,40059
2017-02-25T10:24:47Z,30,"I-ICE;regression-from-stable-to-beta;T-compiler,I-ICE;regression-from-stable-to-beta;T-compiler",,,,,,,40064
2017-02-25T10:24:47Z,2008,"A-docs,A-docs",,,,,,,40069
2017-02-25T10:24:47Z,1422,NULL,,,,,,,40072
2017-02-25T10:24:47Z,873,NULL,,,,,,,40080
2017-02-25T12:13:44Z,229,"A-spurious,A-spurious",,,,,,,40084
2017-02-25T12:13:44Z,1129,"beta-nominated,beta-nominated,beta-nominated",,,,,,,40089
2017-02-25T22:33:51Z,8254,"beta-nominated,beta-nominated,beta-nominated",,,,,,,40091
2017-02-28T02:59:38Z,74,NULL,,,,,,,40097
2017-02-28T02:59:38Z,506,NULL,,,,,,,40098
2017-02-28T04:10:01Z,582,NULL,,,,,,,40099
2017-02-28T10:23:20Z,170,NULL,,,,,,,40101
2017-02-28T10:23:20Z,7083,NULL,,,,,,,40105
2017-02-28T11:17:30Z,76,NULL,,,,,,,40111
2017-02-28T11:17:30Z,25,NULL,,,,,,,40117
2017-02-28T11:17:30Z,1206,NULL,,,,,,,40123
2017-02-28T13:33:11Z,3714,A-macros;A-plugin;B-RFC-approved,,,,,,,40129
2017-02-28T13:33:11Z,5,NULL,,,,,,,40130
2017-02-28T13:33:11Z,4522,NULL,,,,,,,40137
2017-02-28T17:23:21Z,377,NULL,,,,,,,40138
2017-02-28T23:33:05Z,3526,NULL,,,,,,,40143
2017-02-28T23:38:44Z,1073,NULL,,,,,,,40147
2017-03-01T03:55:32Z,357,NULL,,,,,,,40148
2017-03-01T17:06:06Z,2,NULL,,,,,,,40150
2017-03-01T20:42:23Z,54,NULL,,,,,,,40160
2017-03-01T23:47:19Z,209,"A-mir;I-ICE,E-easy;I-ICE,A-mir;I-ICE,E-easy;I-ICE",,,,,,,40163
2017-03-02T10:29:44Z,864,NULL,,,,,,,40164
2017-03-02T19:51:50Z,249,NULL,,,,,,,40166
2017-03-02T19:51:50Z,146,A-macros;needs-crater,,,,,,,40167
2017-03-02T19:53:52Z,949,NULL,,,,,,,40168
2017-03-02T19:53:52Z,80,NULL,,,,,,,40173
2017-03-02T19:53:52Z,90,NULL,,,,,,,40178
2017-03-02T22:32:40Z,118,"regression-from-stable-to-nightly,regression-from-stable-to-nightly,regression-from-stable-to-nightly",,,,,,,40188
2017-03-02T22:32:40Z,59,"A-docs;E-easy;E-mentor,A-docs;E-easy;E-mentor",,,,,,,40191
2017-03-02T22:32:40Z,224,NULL,,,,,,,40199
2017-03-02T22:32:40Z,1153,NULL,,,,,,,40206
2017-03-03T02:19:13Z,2620,NULL,,,,,,,40211
2017-03-03T15:27:27Z,63,"A-docs;B-RFC-approved;T-doc,A-docs;B-RFC-approved;T-doc",,,,,,,40213
2017-03-03T15:27:27Z,2595,NULL,,,,,,,40215
2017-03-03T17:42:02Z,207,NULL,,,,,,,40216
2017-03-03T23:41:20Z,69347,NULL,,,,,,,40218
2017-03-04T09:12:46Z,533,"A-docs;B-RFC-approved;T-doc,A-docs;B-RFC-approved;T-doc",,,,,,,40222
2017-03-04T18:59:09Z,244,"regression-from-stable-to-stable,regression-from-stable-to-stable",,,,,,,40224
2017-03-05T00:05:04Z,1044,"E-medium;E-mentor;I-enhancement;T-compiler,E-medium;E-mentor;I-enhancement;T-compiler",,,,,,,40229
2017-03-05T15:16:38Z,776,"A-rustbuild,A-rustbuild,A-rustbuild,A-rustbuild",,,,,,,40236
2017-03-05T15:16:38Z,144,NULL,,,,,,,40237
2017-03-05T15:16:38Z,1020,NULL,,,,,,,40241
2017-03-05T15:16:38Z,227,NULL,,,,,,,40242
2017-03-05T19:39:07Z,99,NULL,,,,,,,40243
2017-03-05T21:26:05Z,790,NULL,,,,,,,40245
2017-03-05T21:26:05Z,2272,NULL,,,,,,,40249
2017-03-06T01:08:19Z,405,NULL,,,,,,,40252
2017-03-06T03:05:59Z,61,NULL,,,,,,,40254
2017-03-06T03:05:59Z,45,"A-llvm;A-NVPTX,A-llvm;A-NVPTX",,,,,,,40257
2017-03-06T15:41:13Z,374,NULL,,,,,,,40265
2017-03-06T15:41:13Z,1548,"I-cleanup,I-cleanup",,,,,,,40266
2017-03-06T15:41:13Z,90,NULL,,,,,,,40268
2017-03-06T15:41:13Z,413,NULL,,,,,,,40272
